CIDEXISTENCIA,CIDALMACEN,CIDPRODUCTO,CIDEJERCICIO,CTIPOEXISTENCIA,CENTRADASINICIALES,CSALIDASINICIALES,CCOSTOINICIALENTRADAS,CCOSTOINICIALSALIDAS,CENTRADASPERIODO1,CENTRADASPERIODO2,CENTRADASPERIODO3,CENTRADASPERIODO4,CENTRADASPERIODO5,CENTRADASPERIODO6,CENTRADASPERIODO7,CENTRADASPERIODO8,CENTRADASPERIODO9,CENTRADASPERIODO10,CENTRADASPERIODO11,CENTRADASPERIODO12,CSALIDASPERIODO1,CSALIDASPERIODO2,CSALIDASPERIODO3,CSALIDASPERIODO4,CSALIDASPERIODO5,CSALIDASPERIODO6,CSALIDASPERIODO7,CSALIDASPERIODO8,CSALIDASPERIODO9,CSALIDASPERIODO10,CSALIDASPERIODO11,CSALIDASPERIODO12,CCOSTOENTRADASPERIODO1,CCOSTOENTRADASPERIODO2,CCOSTOENTRADASPERIODO3,CCOSTOENTRADASPERIODO4,CCOSTOENTRADASPERIODO5,CCOSTOENTRADASPERIODO6,CCOSTOENTRADASPERIODO7,CCOSTOENTRADASPERIODO8,CCOSTOENTRADASPERIODO9,CCOSTOENTRADASPERIODO10,CCOSTOENTRADASPERIODO11,CCOSTOENTRADASPERIODO12,CCOSTOSALIDASPERIODO1,CCOSTOSALIDASPERIODO2,CCOSTOSALIDASPERIODO3,CCOSTOSALIDASPERIODO4,CCOSTOSALIDASPERIODO5,CCOSTOSALIDASPERIODO6,CCOSTOSALIDASPERIODO7,CCOSTOSALIDASPERIODO8,CCOSTOSALIDASPERIODO9,CCOSTOSALIDASPERIODO10,CCOSTOSALIDASPERIODO11,CCOSTOSALIDASPERIODO12,CBANCONGELADO,CTIMESTAMP
130988,3,4166,9,1,79,22,429.2,119.48,79,79,79,79,79,79,79,79,79,79,79,79,22,22,22,22,22,22,22,22,22,22,22,22,429.2,429.2,429.2,429.2,429.2,429.2,429.2,429.2,429.2,429.2,429.2,429.2,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,119.48,0,
130989,1,3741,9,1,3,2,0,0,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130990,1,3923,9,1,6,6,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
130991,3,6902,9,1,4,0,154,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,154,154,154,154,154,154,154,154,154,154,154,154,0,0,0,0,0,0,0,0,0,0,0,0,0,
130992,3,3930,9,1,21,9,1123.21,506.6,21,21,21,21,21,21,21,21,21,21,21,21,9,9,9,9,9,9,9,9,9,9,9,9,1123.21,1123.21,1123.21,1123.21,1123.21,1123.21,1123.21,1123.21,1123.21,1123.21,1123.21,1123.21,506.6,506.6,506.6,506.6,506.6,506.6,506.6,506.6,506.6,506.6,506.6,506.6,0,
130993,3,6462,9,1,199,194,9888.51,9843.5,199,199,199,199,199,199,199,199,199,199,199,199,194,194,194,194,194,194,194,194,194,194,194,194,9888.51,9888.51,9888.51,9888.51,9888.51,9888.51,9888.51,9888.51,9888.51,9888.51,9888.51,9888.51,9843.5,9843.5,9843.5,9843.5,9843.5,9843.5,9843.5,9843.5,9843.5,9843.5,9843.5,9843.5,0,
130994,3,6820,9,1,69,60,7898.38,6989.53,69,69,69,69,69,69,69,69,69,69,69,69,60,60,60,60,60,60,60,60,60,60,60,60,7898.38,7898.38,7898.38,7898.38,7898.38,7898.38,7898.38,7898.38,7898.38,7898.38,7898.38,7898.38,6989.53,6989.53,6989.53,6989.53,6989.53,6989.53,6989.53,6989.53,6989.53,6989.53,6989.53,6989.53,0,
130995,3,6128,9,1,50,49,3257.6,3608.5,50,50,50,50,50,50,50,50,50,50,50,50,49,49,49,49,49,49,49,49,49,49,49,49,3257.6,3257.6,3257.6,3257.6,3257.6,3257.6,3257.6,3257.6,3257.6,3257.6,3257.6,3257.6,3608.5,3608.5,3608.5,3608.5,3608.5,3608.5,3608.5,3608.5,3608.5,3608.5,3608.5,3608.5,0,
130996,3,6296,9,1,79,79,2497.49,2516.63,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,2497.49,2497.49,2497.49,2497.49,2497.49,2497.49,2497.49,2497.49,2497.49,2497.49,2497.49,2497.49,2516.63,2516.63,2516.63,2516.63,2516.63,2516.63,2516.63,2516.63,2516.63,2516.63,2516.63,2516.63,0,
130997,3,5199,9,1,67,54,700.49,541.88,67,67,67,67,67,67,67,67,67,67,67,67,54,54,54,54,54,54,54,54,54,54,54,54,700.49,700.49,700.49,700.49,700.49,700.49,700.49,700.49,700.49,700.49,700.49,700.49,541.88,541.88,541.88,541.88,541.88,541.88,541.88,541.88,541.88,541.88,541.88,541.88,0,
130998,3,4076,9,1,3,2,679.32,457.26,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,679.32,679.32,679.32,679.32,679.32,679.32,679.32,679.32,679.32,679.32,679.32,679.32,457.26,457.26,457.26,457.26,457.26,457.26,457.26,457.26,457.26,457.26,457.26,457.26,0,
130999,3,4075,9,1,3,0,690.81,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,690.81,690.81,690.81,690.81,690.81,690.81,690.81,690.81,690.81,690.81,690.81,690.81,0,0,0,0,0,0,0,0,0,0,0,0,0,
131000,3,3781,9,1,46,48,3495.44,3654.55,46,46,46,46,46,46,46,46,46,46,46,46,48,48,48,48,48,48,48,48,48,48,48,48,3495.44,3495.44,3495.44,3495.44,3495.44,3495.44,3495.44,3495.44,3495.44,3495.44,3495.44,3495.44,3654.55,3654.55,3654.55,3654.55,3654.55,3654.55,3654.55,3654.55,3654.55,3654.55,3654.55,3654.55,0,
131001,3,3833,9,1,5,5,505.87,505.86,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,505.87,505.87,505.87,505.87,505.87,505.87,505.87,505.87,505.87,505.87,505.87,505.87,505.86,505.86,505.86,505.86,505.86,505.86,505.86,505.86,505.86,505.86,505.86,505.86,0,
131002,3,7302,9,1,2,3,308.91,339.04,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,308.91,339.04,339.04,339.04,339.04,339.04,339.04,339.04,339.04,339.04,339.04,339.04,339.04,0,
131003,3,6655,9,1,2,0,336.3,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,336.3,336.3,336.3,336.3,336.3,336.3,336.3,336.3,336.3,336.3,336.3,336.3,0,0,0,0,0,0,0,0,0,0,0,0,0,
131004,3,7404,9,1,100,2,9500,190,100,100,100,100,100,100,100,100,100,100,100,100,2,2,2,2,2,2,2,2,2,2,2,2,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,9500,190,190,190,190,190,190,190,190,190,190,190,190,0,
131005,1,3754,9,1,25,15,0,0,25,25,25,25,25,25,25,25,25,25,25,25,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131006,3,851,9,1,70,61,466.28,414.6,70,70,70,70,70,70,70,70,70,70,70,70,61,61,61,61,61,61,61,61,61,61,61,61,466.28,466.28,466.28,466.28,466.28,466.28,466.28,466.28,466.28,466.28,466.28,466.28,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,414.6,0,
131007,3,6866,9,1,8,0,2630.8,0,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2630.8,2630.8,2630.8,2630.8,2630.8,2630.8,2630.8,2630.8,2630.8,2630.8,2630.8,2630.8,0,0,0,0,0,0,0,0,0,0,0,0,0,
131008,3,3750,9,1,13,9,5846.78,4032.83,13,13,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,5846.78,5846.78,5846.78,5846.78,5846.78,5846.78,5846.78,5846.78,5846.78,5846.78,5846.78,5846.78,4032.83,4032.83,4032.83,4032.83,4032.83,4032.83,4032.83,4032.83,4032.83,4032.83,4032.83,4032.83,0,
131009,3,7153,9,1,35,25,1221.34,937.55,35,35,35,35,35,35,35,35,35,35,35,35,25,25,25,25,25,25,25,25,25,25,25,25,1221.34,1221.34,1221.34,1221.34,1221.34,1221.34,1221.34,1221.34,1221.34,1221.34,1221.34,1221.34,937.55,937.55,937.55,937.55,937.55,937.55,937.55,937.55,937.55,937.55,937.55,937.55,0,
131010,1,3840,9,1,53,45,4624.2,3986.37,53,53,53,53,53,53,53,53,53,53,53,53,45,45,45,45,45,45,45,45,45,45,45,45,4624.2,4624.2,4624.2,4624.2,4624.2,4624.2,4624.2,4624.2,4624.2,4624.2,4624.2,4624.2,3986.37,3986.37,3986.37,3986.37,3986.37,3986.37,3986.37,3986.37,3986.37,3986.37,3986.37,3986.37,0,
131011,1,7484,9,1,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131012,1,7485,9,1,4,2,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131013,1,7486,9,1,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131014,2,360,9,1,47,7,-764908940.95,-4527615.82,47,47,47,47,47,47,47,47,47,47,47,47,7,7,7,7,7,7,7,7,7,7,7,7,-764908940.95,-764908940.95,-764908940.95,-764908940.95,-764908940.95,-764908940.95,-764908940.95,-764908940.95,-764908940.95,-764908940.95,-764908940.95,-764908940.95,-4527615.82,-4527615.82,-4527615.82,-4527615.82,-4527615.82,-4527615.82,-4527615.82,-4527615.82,-4527615.82,-4527615.82,-4527615.82,-4527615.82,0,
131015,2,2170,9,1,8,4,21.83,12.79,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,21.83,21.83,21.83,21.83,21.83,21.83,21.83,21.83,21.83,21.83,21.83,21.83,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,12.79,0,
131016,2,2174,9,1,1,1,0,2.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,0,
131017,2,2173,9,1,20,0,38.36,0,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,38.36,38.36,38.36,38.36,38.36,38.36,38.36,38.36,38.36,38.36,38.36,38.36,0,0,0,0,0,0,0,0,0,0,0,0,0,
131018,2,2171,9,1,6,1,0,3.81,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,3.81,0,
131019,2,2187,9,1,4,1,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131020,2,2765,9,1,9,0,0,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131021,2,2490,9,1,5,5,195,269.03,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,195,195,195,195,195,195,195,195,195,195,195,195,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,269.03,0,
131022,2,2488,9,1,5,0,80.6,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,80.6,0,0,0,0,0,0,0,0,0,0,0,0,0,
131023,2,2513,9,1,1,4,55,220,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,55,55,55,55,55,55,55,55,55,55,55,55,220,220,220,220,220,220,220,220,220,220,220,220,0,
131024,2,2518,9,1,9,5,495,275,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,495,495,495,495,495,495,495,495,495,495,495,495,275,275,275,275,275,275,275,275,275,275,275,275,0,
131025,1,1371,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131026,2,2494,9,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131027,2,2495,9,1,1,2,26.4,52.8,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,26.4,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,52.8,0,
131028,2,2521,9,1,7,1,0,0,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131029,3,3859,9,1,154,125,9956.76,8163.32,154,154,154,154,154,154,154,154,154,154,154,154,125,125,125,125,125,125,125,125,125,125,125,125,9956.76,9956.76,9956.76,9956.76,9956.76,9956.76,9956.76,9956.76,9956.76,9956.76,9956.76,9956.76,8163.32,8163.32,8163.32,8163.32,8163.32,8163.32,8163.32,8163.32,8163.32,8163.32,8163.32,8163.32,0,
131030,4,6526,9,1,17,14,1285.08,1068.35,17,17,17,17,17,17,17,17,17,17,17,17,14,14,14,14,14,14,14,14,14,14,14,14,1285.08,1285.08,1285.08,1285.08,1285.08,1285.08,1285.08,1285.08,1285.08,1285.08,1285.08,1285.08,1068.35,1068.35,1068.35,1068.35,1068.35,1068.35,1068.35,1068.35,1068.35,1068.35,1068.35,1068.35,0,
131031,3,1850,9,1,54,57,2697.59,2690.97,54,54,54,54,54,54,54,54,54,54,54,54,57,57,57,57,57,57,57,57,57,57,57,57,2697.59,2697.59,2697.59,2697.59,2697.59,2697.59,2697.59,2697.59,2697.59,2697.59,2697.59,2697.59,2690.97,2690.97,2690.97,2690.97,2690.97,2690.97,2690.97,2690.97,2690.97,2690.97,2690.97,2690.97,0,
131032,2,2522,9,1,11,9,438.9,359.1,11,11,11,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,9,9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,438.9,359.1,359.1,359.1,359.1,359.1,359.1,359.1,359.1,359.1,359.1,359.1,359.1,0,
131033,2,4660,9,1,2,0,25.96,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,25.96,0,0,0,0,0,0,0,0,0,0,0,0,0,
131034,2,3938,9,1,2,0,98.24,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,98.24,98.24,98.24,98.24,98.24,98.24,98.24,98.24,98.24,98.24,98.24,98.24,0,0,0,0,0,0,0,0,0,0,0,0,0,
131035,3,3176,9,1,1646,1071,607.81,490.68,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1646,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,1071,607.81,607.81,607.81,607.81,607.81,607.81,607.81,607.81,607.81,607.81,607.81,607.81,490.68,490.68,490.68,490.68,490.68,490.68,490.68,490.68,490.68,490.68,490.68,490.68,0,
131036,2,172,9,1,886,886,327.82,4598.98,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,886,327.82,327.82,327.82,327.82,327.82,327.82,327.82,327.82,327.82,327.82,327.82,327.82,4598.98,4598.98,4598.98,4598.98,4598.98,4598.98,4598.98,4598.98,4598.98,4598.98,4598.98,4598.98,0,
131037,2,174,9,1,131,131,0,6337.74,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,0,0,0,0,0,0,0,0,0,0,0,0,6337.74,6337.74,6337.74,6337.74,6337.74,6337.74,6337.74,6337.74,6337.74,6337.74,6337.74,6337.74,0,
131038,2,179,9,1,491,0,0,0,491,491,491,491,491,491,491,491,491,491,491,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131039,2,178,9,1,706,0,0,0,706,706,706,706,706,706,706,706,706,706,706,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131040,2,177,9,1,1277,0,0,0,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131041,2,171,9,1,774,774,0,37252.64,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,774,0,0,0,0,0,0,0,0,0,0,0,0,37252.64,37252.64,37252.64,37252.64,37252.64,37252.64,37252.64,37252.64,37252.64,37252.64,37252.64,37252.64,0,
131042,1,3225,9,1,727,714,23749.28,23074.66,727,727,727,727,727,727,727,727,727,727,727,727,714,714,714,714,714,714,714,714,714,714,714,714,23749.28,23749.28,23749.28,23749.28,23749.28,23749.28,23749.28,23749.28,23749.28,23749.28,23749.28,23749.28,23074.66,23074.66,23074.66,23074.66,23074.66,23074.66,23074.66,23074.66,23074.66,23074.66,23074.66,23074.66,0,
131043,2,175,9,1,2577,1,506.91,1.2,2577,2577,2577,2577,2577,2577,2577,2577,2577,2577,2577,2577,1,1,1,1,1,1,1,1,1,1,1,1,506.91,506.91,506.91,506.91,506.91,506.91,506.91,506.91,506.91,506.91,506.91,506.91,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,0,
131044,2,122,9,1,3,0,22.1,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
131045,2,2415,9,1,3,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131046,2,2531,9,1,6,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131047,2,2526,9,1,3,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131048,2,6246,9,1,11,6,0,0,11,11,11,11,11,11,11,11,11,11,11,11,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131049,2,2416,9,1,2,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131050,2,5206,9,1,9,0,311.31,0,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,311.31,311.31,311.31,311.31,311.31,311.31,311.31,311.31,311.31,311.31,311.31,311.31,0,0,0,0,0,0,0,0,0,0,0,0,0,
131051,1,7488,9,1,96,95,548.44,542.91,96,96,96,96,96,96,96,96,96,96,96,96,95,95,95,95,95,95,95,95,95,95,95,95,548.44,548.44,548.44,548.44,548.44,548.44,548.44,548.44,548.44,548.44,548.44,548.44,542.91,542.91,542.91,542.91,542.91,542.91,542.91,542.91,542.91,542.91,542.91,542.91,0,
131052,3,3033,9,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131053,3,7203,9,1,10,5,514.37,322.36,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,5,5,5,514.37,514.37,514.37,514.37,514.37,514.37,514.37,514.37,514.37,514.37,514.37,514.37,322.36,322.36,322.36,322.36,322.36,322.36,322.36,322.36,322.36,322.36,322.36,322.36,0,
131054,2,1343,9,1,15,15,0,1259.4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,1259.4,1259.4,1259.4,1259.4,1259.4,1259.4,1259.4,1259.4,1259.4,1259.4,1259.4,1259.4,0,
131055,2,1404,9,1,11,0,288.09,0,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,288.09,288.09,288.09,288.09,288.09,288.09,288.09,288.09,288.09,288.09,288.09,288.09,0,0,0,0,0,0,0,0,0,0,0,0,0,
131056,3,5172,9,1,3,7,1258.27,2887.05,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,1258.27,1258.27,1258.27,1258.27,1258.27,1258.27,1258.27,1258.27,1258.27,1258.27,1258.27,1258.27,2887.05,2887.05,2887.05,2887.05,2887.05,2887.05,2887.05,2887.05,2887.05,2887.05,2887.05,2887.05,0,
131057,2,5285,9,1,2,0,18.85,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,18.85,0,0,0,0,0,0,0,0,0,0,0,0,0,
131058,2,784,9,1,2,0,67.88,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,67.88,0,0,0,0,0,0,0,0,0,0,0,0,0,
131059,2,4011,9,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131060,4,4033,9,1,6,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131061,4,4040,9,1,12,4,1005,537.56,12,12,12,12,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,1005,537.56,537.56,537.56,537.56,537.56,537.56,537.56,537.56,537.56,537.56,537.56,537.56,0,
131062,3,969,9,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131063,2,2204,9,1,16,0,78.26,0,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,78.26,78.26,78.26,78.26,78.26,78.26,78.26,78.26,78.26,78.26,78.26,78.26,0,0,0,0,0,0,0,0,0,0,0,0,0,
131064,2,1337,9,1,6,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131065,2,2210,9,1,19,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131066,2,2199,9,1,2,0,3.33,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,
131067,2,1331,9,1,8,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131068,2,1330,9,1,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131069,2,1326,9,1,32,0,493.46,0,32,32,32,32,32,32,32,32,32,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,493.46,493.46,493.46,493.46,493.46,493.46,493.46,493.46,493.46,493.46,493.46,493.46,0,0,0,0,0,0,0,0,0,0,0,0,0,
131070,2,5111,9,1,4,0,-8.37,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-8.37,-8.37,-8.37,-8.37,-8.37,-8.37,-8.37,-8.37,-8.37,-8.37,-8.37,-8.37,0,0,0,0,0,0,0,0,0,0,0,0,0,
131071,2,2206,9,1,10,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131072,2,2208,9,1,2,0,46.7,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,
131073,1,7489,9,1,18,3,0,0,18,18,18,18,18,18,18,18,18,18,18,18,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
131074,1,7490,9,1,4,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
